21,19,Premium Bandai
22,18,Clear Color
23,20,Partie(s) Optionnelle(s)
24,15,Éclairage LED
25,17,Épée
26,17,Sabre Laser
27,17,Masse
28,17,Fusil Laser
29,17,Backpack
30,17,Bouclier
