114,14,RX-93-ν2 Hi-ν Gundam Gunpla 30th Anniversary Ver.,,2010-03-01,7000,,,,Limited re-release of MG-095 with clear armor parts. Released to commemorate the 30th anniversary of Gunpla.,12
115,14,XM-X1 Crossbone Gundam X-1 Full Cloth Gunpla 30th Anniversary Ver.,,2010-03-01,4500,,,,Limited re-release of MG-094 with clear armor parts. Released to commemorate the 30th anniversary of Gunpla.,12
116,14,XXXG-00W0 Wing Gundam Zero Pearl Gloss Version,,2020-12-20,3800,,,,Limited gloss injection variant of MG-075.,12
117,14,YMS-15 Gyan Gunpla 30th Anniversary Ver.,,2010-03-01,3600,,,,Limited re-release of MG-086 with clear armor parts. Released to commemorate the 30th anniversary of Gunpla.,12
118,14,Gunpla LED Unit Green (2 Unit Set),,2011-09-01,1100,,,,"Accessory kit for MG-145 and MG-148, as well as most MG kits that feature light-up gimmicks. Requires two LR41 watch batteries each. Also compatible with HGBC-000 and RE-01.",12
119,14,RX-0 Unicorn Gundam 02 Banshee Titanium Finish Ver.,,2012-12-01,12000,,,,Special metallic color variant of MG-155. Includes water slide decal sheet.,12
120,14,RX-93 ν Gundam "Ver.Ka" Titanium Finish,,2013-11-01,16000,,,,Special metallic color variant of MG-163. Includes water slide decal sheet.,12
121,14,GAT-X105B/FP Build Strike Gundam Full Package Plavsky Particle Clear Ver.,,2014-03-01,31500,,,,Limited sparkle clear color variant of MG-176. Bundled with the Gundam Build Fighters Blu-ray Box 1 Limited Edition Box Set.,12
122,14,RX-0 Unicorn Gundam Red/Green Twin Frame Edition Titanium Finish,,2016-12-01,12000,,,,Special metallic color variant of MG-131 with both red and green psychoframe.,12
123,14,GN-0000+GNR-010/XN 00 XN Raiser,,2017-07-01,8000,,,,"Re-release of MG-145 with GNR-010/XN XN Raiser. Includes one Gunpla LED Unit Green, prop stand for standing poses, and water slide decal sheet. Released to commemorate the 10th anniversary of Gundam 00. Regular retail kit except in Japan, where it is a P-Bandai exclusive.",12
124,14,Lighting Unit [White] Double Light,,2017-04-01,2000,,,,Accessory kit for MG-203 and MG F91 Gundam F91 Ver.2.0 Back Cannon Type & Twin V.S.B.R. Set Up Type. Requires three LR44 watch batteries. Also available at P-Bandai.,12
125,14,RX-78-02 Gundam The Origin Special Ver.,,2017-03-01,5900,,,,"Limited re-release of MG-190 with yellow V-fin, one Gunpla LED Unit Yellow and one Gunpla LED Unit Pink.",12
126,14,ZGMF-X10A Freedom Gundam Ver.2.0 & Kira Yamato (Dramatic Combination: MG x Figure-riseBust),,2017-02-01,5700,,,,Limited re-release of MG-192 with FRB-001. Includes black BA-13 Action Base 1.,12
127,14,ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition,,2017-03-01,7000,,,,"MG-196 with custom ZAFT Action Base and water slide decal sheet for MG-152, MG-158, MG-160, MG-161, MG-169, and MG-192.",12
128,14,ZGMF-X13A Providence Gundam G.U.N.D.A.M. Premium Edition,,2017-03-01,7000,,,,"Limited first press release of MG-196 with exclusive box cover. Includes custom ZAFT Action Base and water slide decal sheet for MG-152, MG-158, MG-160, MG-161, MG-169, and MG-192.",12
129,14,GN-0000GNHW/7SG 00 Gundam Seven Sword/G (Trans-Am Mode) [Special Coating],,2018-04-01,12000,,,,"Metallic color variant of MG-148. Includes water slide decal sheet. Released to commemorate the 10th anniversary of Gundam 00. Regular retail kit except in Japan, where it is a P-Bandai exclusive.",12
130,14,GN-001/hs-A01D Gundam Avalanche Exia',,2018-08-01,6700,,,,"Re-release of MG-123 with hs-A01D Avalanche Dash parts. Includes sparkle green Action Base 1 and water slide decal sheet. Released to commemorate the 10th anniversary of Gundam 00. Regular retail kit except in Japan, where it is a P-Bandai exclusive.",12
131,14,GNT-0000 00 Qan[T] (Trans-Am Mode) [Special Coating],,2018-04-01,10000,,,,"Metallic color variant of MG-140. Includes water slide decal sheet. Released to commemorate the 10th anniversary of Gundam 00. Regular retail kit except in Japan, where it is a P-Bandai exclusive.",12
132,14,LED Unit Yellow,,2018-03-01,700,,,,"Accessory kit for MG-172 and MG-190, as well as most MG kits that feature light-up gimmicks. Requires two LR41 watch batteries.",12
133,14,MBF-02VV Gundam Astray Turn Red,,2018-02-01,7000,,,,"Parts and color variant of MG-130. Includes Valerio Valeri figurine, white Action Base 2 for Tactical Arms, and water slide decal sheet. Regular retail kit except in Japan, where it is a P-Bandai exclusive.",12
134,14,LED Unit Blue,,2019-02-01,700,,,,Accessory kit for most MG kits that feature light-up gimmicks. Requires two LR41 watch batteries.,12
136,14,Shin Musha Gundam,,2008-06-01,5000,,110,,Uses frame from MG-028 and the body of MG-078. From the Plamo-Kyoshiro series but with the design based on its appearance on Dynasty Warriors Gundam 2. Water slide decal sheet is sold separately as GD-51. China/Hong Kong release includes a set of flower decals.,12
137,14,RX-178 Gundam Mk-II (A.E.U.G.),,1998-07-01,2800,,014,,Includes Kamille Bidan figurine. Water slide decal sheet is sold separately as GD-6.,12
138,14,ZGMF-1017 Mobile Ginn,,,0,,216,,,12
139,14,GF13-021NG Gundam Spiegel,,2002-08-01,2500,,053,,Uses "Action Frame" to increase articulation and posing. Features collapsible chest to allow crossed arm poses. Includes transformable Core Lander and 1/20 scale Schwarz Bruder and Rain Mikamura (with two different head sculpts) figures.,12
140,14,GF13-017NJ Shining Gundam,,2002-05-01,2500,,049,,"Uses ""Action Frame"" to increase articulation and posing. Includes two clear green ""Shining Finger"" hands, transformable Core Lander, and 1/20 and 1/100 scale Domon Kasshu (in Mobile Trace System suit) figures.",12
141,14,RX-93 ν Gundam,,2000-12-01,5000,,034,,Features diecast metal parts for the ankles and hips. Includes Amuro Ray figurine. Water slide decal sheet is sold separately as GD-23. First Gundam kit with torso inner frame parts.,12
142,14,GN-002 Gundam Dynames,,2019-03-01,4500,,207,,"Uses entirely polystyrene, except for the GN Cables, which are EVAC. GN Drive accommodates two Gunpla LED Units (sold separately). Includes Lockon Stratos (with Haro) figurine.",12
143,14,FXA-05D/RX-178 Super Gundam,,1998-12-01,4000,,016,,"Re-release of MG-014 with fully transformable FXA-05D G-Defenser, which is also compatible with MG-082. Water slide decal sheet is sold separately as GD-7.",12
144,14,GAT-X207 Blitz Gundam,,2012-06-01,4000,,158,,"Uses the B, C, D, E, and F plate runners of MG-152. Includes two Nicol Amalfi figurines. Water slide decal sheet is sold separately with MG ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition.",12
145,14,MSZ-006A1 Zeta plus,,2001-10-01,3000,,043,,Includes Karaba pilot figurine. Fully transformable kit. Water slide decal sheet is sold separately as GD-21.,12
146,14,XXXG-01SR Gundam Sandrock EW,,2011-10-01,3800,,149,,"Uses the XA and XB plate runners of MG-138. Includes Quatre Raberba Winner figurine, Heat Shotel and Beam Machine Gun. Water slide decal sheet is sold separately as GD-99.",12
147,14,MS-14A Gelgoog Ver.2.0,,2008-04-01,4500,,107,,Color variant of MG-099. Includes Zeon pilot figurine.,12
148,14,MS-07A Gouf Conversion Parts,,2002-06-01,5800,,2190,,Resin-cast conversion kit for MG-032.,12
149,14,RMS-179 GM II Conversion Parts,,2004-08-01,9800,,2369,,Resin-cast conversion kit for MG-017.,12
150,14,RX-78-1 Prototype Gundam Ver.1.5 Conversion Parts,,2001-07-01,3800,,2102,,Resin-cast conversion kit for MG-028.,12
151,14,ZGMF-X10A Freedom Gundam,,2004-07-01,3800,,072 ‎,,Includes display base and Kira Yamato figurine. Water slide decal sheet is sold separately as GD-3.,12
152,14,Gundam AGE-2 Normal,,2012-08-01,4200,,159,,Includes Asemu Asuno figurine. Fully transformable kit.,12
153,14,MSA-0011[Ext] Ex-S Gundam / MSA-0011 S Gundam,,2019-04-01,12000,,209,,"Parts and color variant of MG-055 and MG-060; either of the two units can be built at any time. Uses head, shoulder, chest, and backpack of MG-202 with redesigned abdomen parts and new fixed hands for various poses. Includes clear display base, cables for INCOM units and a marking sheet designed by Hajime Katoki.",12
154,14,MSA-0011[Bst] Plan303E Deep Striker,,2018-03-01,20000,,202,,Parts and color variant of MG-060. Includes display base. Released to commemorate the 30th anniversary of Gundam Sentinel. Largest and most expensive MG release to date.,12
155,14,MSA-003 Nemo Conversion Parts,,2005-09-01,19800,,2470,,Resin-cast conversion kit for MG-025.,12
156,14,RGM-89 Jegan,,2018-07-01,4000,,204,,"Uses the MP plate runner of MG-153. Uses entirely polystyrene. Unlike majority of the MG kits, no character figurine is included. Released to commemorate the 30th anniversary of Char's Counterattack and as part of Bandai's ""UC NexT 0100"" project.",12
157,14,RX-0 Unicorn Gundam 02 Banshee,,2012-03-01,5500,,155,,"Parts and color variant of MG-102 with yellow psychoframe; F plate runners are renewed for improved knee articulation. Includes articulated Armed Armor VN/BS and Marida Cruz figurine, as well as a leftover Banagher Links figurine from MG-102. Released to coincide with release of the 5th episode of the OVA.",12
158,14,MS-14G Gelgoog Ground Type Conversion Parts,,2002-11-01,4800,,2223,,Resin-cast conversion kit for MG-009.,12
159,14,GF13-001NHII Master Gundam Anime Version Head Parts,,2002-11-01,1500,,2226,,Resin-cast upgrade kit for MG-047.,12
160,14,FA-010S Full Armor ZZ Gundam,,2000-08-01,6000,,030,,Parts variant of MG-026. Removal of Full Armor parts reveals MSZ-010S Enhanced ZZ Gundam.,12
161,14,P-Type Mission Pack for F90 Gundam F90,,,0,,N/A,,P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90P Gundam F90 Plunge Type; also compatible with MG F90II Gundam F90II. Part of P-Bandai's "F90 A to Z Project". Tentative release teased with the release of MG F90 Gundam F90[13].,12
162,14,Long Rifle & Custom Parts Set for MSN-04 Sazabi,,2001-12-01,6800,,2143,,Resin-cast accessory kit for MG-029.,12
163,14,MS-05B Zaku I (Ramba Ral Custom),,2000-09-01,2500,,031,,Parts and color variant of MG-018. Includes 1/20 and 1/100 scale Ramba Ral figures.,12
164,14,Gundam GP01,,1997-08-01,2500,,010,,Includes transformable FF-XII Core Fighter II and Kou Uraki figurine. Water slide decal sheet is sold separately as GD-24. First Gundam kit with leg inner frame parts.,12
165,14,RB-79K Ball,,2005-05-01,2400,,079 ‎,,Parts and color variant of MG-076. Water slide decal sheet is sold separately as GD-9.,12
